IdTab_file,IdTab,Row,Column,Datapoint,factValue,qOOR
f_00.01,f_00.01,r0010,c0010,dp31870,eba_qAS:qx2004,
f_00.01,f_00.01,r0020,c0010,dp37969,eba_qSC:qx10,
f_01.01,f_01.01,r0010,c0010,dp10898,846825997,
f_01.01,f_01.01,r0020,c0010,dp32358,1036464,
f_01.01,f_01.01,r0030,c0010,dp32237,618487048,
f_01.01,f_01.01,r0040,c0010,dp32244,227302485,
f_01.01,f_01.01,r0050,c0010,dp11110,1292390,
f_01.01,f_01.01,r0060,c0010,dp11108,1292390,
f_01.01,f_01.01,r0096,c0010,dp152736,20218,
f_01.01,f_01.01,r0097,c0010,dp152734,20218,
f_01.01,f_01.01,r0141,c0010,dp152877,394026381,
f_01.01,f_01.01,r0143,c0010,dp152873,394026381,
f_01.01,f_01.01,r0181,c0010,dp152251,464341991,
f_01.01,f_01.01,r0183,c0010,dp152253,464341991,
f_01.01,f_01.01,r0270,c0010,dp32420,25330935,
f_01.01,f_01.01,r0280,c0010,dp11922,25330935,
f_01.01,f_01.01,r0300,c0010,dp32406,43278950,
f_01.01,f_01.01,r0310,c0010,dp32404,38636619,
f_01.01,f_01.01,r0320,c0010,dp32408,4642331,
f_01.01,f_01.01,r0330,c0010,dp32422,14830445,
f_01.01,f_01.01,r0340,c0010,dp32360,3336948,
f_01.01,f_01.01,r0350,c0010,dp113147,11493497,
f_01.01,f_01.01,r0360,c0010,dp32356,12092722,
f_01.01,f_01.01,r0380,c0010,dp32354,1802040027,
f_01.02,f_01.02,r0010,c0010,dp11345,1864457,
f_01.02,f_01.02,r0020,c0010,dp11343,1864457,
f_01.02,f_01.02,r0110,c0010,dp11451,1578004958,
f_01.02,f_01.02,r0120,c0010,dp11447,1548846355,
f_01.02,f_01.02,r0140,c0010,dp11453,29158603,
f_01.02,f_01.02,r0170,c0010,dp32633,5445585,
f_01.02,f_01.02,r0180,c0010,dp113186,2982400,
f_01.02,f_01.02,r0190,c0010,dp32636,2127840,
f_01.02,f_01.02,r0220,c0010,dp152670,22494,
f_01.02,f_01.02,r0230,c0010,dp32642,312850,
f_01.02,f_01.02,r0240,c0010,dp32651,8995227,
f_01.02,f_01.02,r0250,c0010,dp32594,1249354,
f_01.02,f_01.02,r0260,c0010,dp113175,7745873,
f_01.02,f_01.02,r0280,c0010,dp32631,35161166,
f_01.02,f_01.02,r0300,c0010,dp32592,1629471392,
f_01.03,f_01.03,r0010,c0010,dp32440,141695250,
f_01.03,f_01.03,r0020,c0010,dp56987,141695250,
f_01.03,f_01.03,r0040,c0010,dp32462,14164526,
f_01.03,f_01.03,r0090,c0010,dp32429,6713557,
f_01.03,f_01.03,r0095,c0010,dp84737,38427,
f_01.03,f_01.03,r0120,c0010,dp84731,38427,
f_01.03,f_01.03,r0128,c0010,dp84738,6675130,
f_01.03,f_01.03,r0140,c0010,dp84732,7632646,
f_01.03,f_01.03,r0155,c0010,dp155465,-957517,
f_01.03,f_01.03,r0190,c0010,dp32458,9624698,
f_01.03,f_01.03,r0250,c0010,dp32456,-41301,
f_01.03,f_01.03,r0270,c0010,dp32426,411906,
f_01.03,f_01.03,r0290,c0010,dp32428,411906,
f_01.03,f_01.03,r0300,c0010,dp32464,172568635,
f_01.03,f_01.03,r0310,c0010,dp32654,1802040027,
f_02.00,f_02.00,r0010,c0010,dp33853,8437083,
f_02.00,f_02.00,r0020,c0010,dp11116,435872,
f_02.00,f_02.00,r0041,c0010,dp152881,2411122,
f_02.00,f_02.00,r0051,c0010,dp152255,2070505,
f_02.00,f_02.00,r0080,c0010,dp33859,3519584,
f_02.00,f_02.00,r0090,c0010,dp33803,3715868,
f_02.00,f_02.00,r0100,c0010,dp11351,186576,
f_02.00,f_02.00,r0120,c0010,dp11455,3528320,
f_02.00,f_02.00,r0145,c0010,dp149605,972,
f_02.00,f_02.00,r0160,c0010,dp33861,1,
f_02.00,f_02.00,r0175,c0010,dp152741,1,
f_02.00,f_02.00,r0200,c0010,dp33870,40729632,
f_02.00,f_02.00,r0210,c0010,dp33821,13483150,
f_02.00,f_02.00,r0220,c0010,dp10744,7796,
f_02.00,f_02.00,r0231,c0010,dp152883,7796,
f_02.00,f_02.00,r0280,c0010,dp10678,-88153,
f_02.00,f_02.00,r0287,c0010,dp152746,-3101,
f_02.00,f_02.00,r0330,c0010,dp33924,1110,
f_02.00,f_02.00,r0340,c0010,dp33896,303058,
f_02.00,f_02.00,r0350,c0010,dp33831,890210,
f_02.00,f_02.00,r0355,c0010,dp46612,31298198,
f_02.00,f_02.00,r0360,c0010,dp33816,28377683,
f_02.00,f_02.00,r0370,c0010,dp33818,20924513,
f_02.00,f_02.00,r0380,c0010,dp33817,7453170,
f_02.00,f_02.00,r0385,c0010,dp433799,120000,
f_02.00,f_02.00,r0390,c0010,dp57016,1812708,
f_02.00,f_02.00,r0400,c0010,dp56343,1489560,
f_02.00,f_02.00,r0420,c0010,dp57015,323148,
f_02.00,f_02.00,r0430,c0010,dp33932,1335,
f_02.00,f_02.00,r0440,c0010,dp57024,1335,
f_02.00,f_02.00,r0460,c0010,dp10616,-78182,
f_02.00,f_02.00,r0481,c0010,dp152884,29525,
f_02.00,f_02.00,r0491,c0010,dp152257,-107707,
f_02.00,f_02.00,r0610,c0010,dp33946,1064655,
f_02.00,f_02.00,r0620,c0010,dp33952,1434954,
f_02.00,f_02.00,r0630,c0010,dp33948,-370299,
f_02.00,f_02.00,r0670,c0010,dp57025,-370299,
f_02.00,f_02.00,r0680,c0010,dp57020,-328998,
f_02.00,f_02.00,r0690,c0010,dp57021,-41301,
f_03.00,f_03.00,r0010,c0010,dp57025,-370299,
f_03.00,f_03.00,r0020,c0010,dp33950,-515228,
f_03.00,f_03.00,r0100,c0010,dp84839,-515228,
f_03.00,f_03.00,r0150,c0010,dp33944,1601917,
f_03.00,f_03.00,r0160,c0010,dp38666,1601917,
f_03.00,f_03.00,r0241,c0010,dp152887,-2661163,
f_03.00,f_03.00,r0251,c0010,dp152978,-2225787,
f_03.00,f_03.00,r0261,c0010,dp152969,-435376,
f_03.00,f_03.00,r0330,c0010,dp33955,544018,
f_03.00,f_03.00,r0340,c0010,dp33951,-885527,
f_03.00,f_03.00,r0350,c0010,dp33898,-328998,
f_03.00,f_03.00,r0360,c0010,dp33899,-556529,
f_04.02.1,f_04.02.1,r0010,c0010,dp152734,20218,
f_04.02.1,f_04.02.1,r0020,c0010,dp152710,0,
f_04.02.1,f_04.02.1,r0030,c0010,dp152719,218,
f_04.02.1,f_04.02.1,r0040,c0010,dp152716,20000,
f_04.02.1,f_04.02.1,r0180,c0010,dp152736,20218,
f_04.03.1,f_04.03.1,r0020,c0010,dp152839,0,
f_04.03.1,f_04.03.1,r0050,c0010,dp152873,394026381,
f_04.03.1,f_04.03.1,r0050,c0015,dp152956,395504085,
f_04.03.1,f_04.03.1,r0050,c0050,dp152827,-181050,
f_04.03.1,f_04.03.1,r0070,c0010,dp152841,140468065,
f_04.03.1,f_04.03.1,r0070,c0015,dp152928,141566750,
f_04.03.1,f_04.03.1,r0070,c0050,dp152806,-50371,
f_04.03.1,f_04.03.1,r0080,c0010,dp152838,231263524,
f_04.03.1,f_04.03.1,r0080,c0015,dp152920,231655966,
f_04.03.1,f_04.03.1,r0080,c0050,dp152800,-120669,
f_04.03.1,f_04.03.1,r0090,c0010,dp152847,21392623,
f_04.03.1,f_04.03.1,r0090,c0015,dp152948,21371608,
f_04.03.1,f_04.03.1,r0090,c0050,dp152821,-9808,
f_04.03.1,f_04.03.1,r0100,c0010,dp152844,902168,
f_04.03.1,f_04.03.1,r0100,c0015,dp152940,909762,
f_04.03.1,f_04.03.1,r0100,c0050,dp152815,-203,
f_04.03.1,f_04.03.1,r0180,c0010,dp152877,394026381,
f_04.03.1,f_04.03.1,r0180,c0015,dp152958,395504085,
f_04.03.1,f_04.03.1,r0180,c0050,dp152828,-181050,
f_04.04.1,f_04.04.1,r0010,c0015,dp152315,0,
f_04.04.1,f_04.04.1,r0070,c0010,dp152253,464341991,
f_04.04.1,f_04.04.1,r0070,c0015,dp152319,447422636,
f_04.04.1,f_04.04.1,r0070,c0030,dp152323,16850415,
f_04.04.1,f_04.04.1,r0070,c0040,dp152326,597817,
f_04.04.1,f_04.04.1,r0070,c0050,dp152208,-27755,
f_04.04.1,f_04.04.1,r0070,c0060,dp152211,-28347,
f_04.04.1,f_04.04.1,r0070,c0070,dp152214,-472774,
f_04.04.1,f_04.04.1,r0100,c0010,dp152218,163523866,
f_04.04.1,f_04.04.1,r0100,c0015,dp152281,149237438,
f_04.04.1,f_04.04.1,r0100,c0030,dp152284,14315225,
f_04.04.1,f_04.04.1,r0100,c0050,dp152180,-4136,
f_04.04.1,f_04.04.1,r0100,c0060,dp152182,-24661,
f_04.04.1,f_04.04.1,r0110,c0010,dp152225,24734230,
f_04.04.1,f_04.04.1,r0110,c0015,dp152309,24739233,
f_04.04.1,f_04.04.1,r0110,c0050,dp152201,-5003,
f_04.04.1,f_04.04.1,r0120,c0010,dp152223,55584989,
f_04.04.1,f_04.04.1,r0120,c0015,dp152301,55503432,
f_04.04.1,f_04.04.1,r0120,c0040,dp152306,535500,
f_04.04.1,f_04.04.1,r0120,c0050,dp152195,-3943,
f_04.04.1,f_04.04.1,r0120,c0070,dp152199,-450000,
f_04.04.1,f_04.04.1,r0125,c0010,dp429278,54510578,
f_04.04.1,f_04.04.1,r0125,c0015,dp429279,54425078,
f_04.04.1,f_04.04.1,r0125,c0040,dp429282,535500,
f_04.04.1,f_04.04.1,r0125,c0070,dp429277,-450000,
f_04.04.1,f_04.04.1,r0130,c0010,dp152221,220498906,
f_04.04.1,f_04.04.1,r0130,c0015,dp152295,217942533,
f_04.04.1,f_04.04.1,r0130,c0030,dp152297,2535189,
f_04.04.1,f_04.04.1,r0130,c0040,dp152298,62317,
f_04.04.1,f_04.04.1,r0130,c0050,dp152191,-14673,
f_04.04.1,f_04.04.1,r0130,c0060,dp152192,-3686,
f_04.04.1,f_04.04.1,r0130,c0070,dp152193,-22774,
f_04.04.1,f_04.04.1,r0140,c0010,dp152249,464341991,
f_04.04.1,f_04.04.1,r0140,c0015,dp152317,447422636,
f_04.04.1,f_04.04.1,r0140,c0030,dp152322,16850415,
f_04.04.1,f_04.04.1,r0140,c0040,dp152325,597817,
f_04.04.1,f_04.04.1,r0140,c0050,dp152207,-27755,
f_04.04.1,f_04.04.1,r0140,c0060,dp152210,-28347,
f_04.04.1,f_04.04.1,r0140,c0070,dp152213,-472774,
f_05.01,f_05.01,r0010,c0005,dp152586,881222802,
f_05.01,f_05.01,r0010,c0010,dp152414,618487048,
f_05.01,f_05.01,r0010,c0030,dp152421,227302485,
f_05.01,f_05.01,r0010,c0040,dp152464,14853975,
f_05.01,f_05.01,r0010,c0050,dp152454,1465920,
f_05.01,f_05.01,r0010,c0060,dp152441,18454313,
f_05.01,f_05.01,r0030,c0005,dp152591,16850415,
f_05.01,f_05.01,r0030,c0030,dp152426,14290564,
f_05.01,f_05.01,r0030,c0060,dp152446,2531504,
f_05.01,f_05.01,r0060,c0005,dp152589,412753795,
f_05.01,f_05.01,r0060,c0030,dp152424,149233302,
f_05.01,f_05.01,r0060,c0040,dp152467,9880256,
f_05.01,f_05.01,r0060,c0050,dp152457,54119069,
f_05.01,f_05.01,r0060,c0060,dp152444,199513089,
f_05.01,f_05.01,r0080,c0005,dp152598,1310827011,
f_05.01,f_05.01,r0080,c0010,dp152419,618487048,
f_05.01,f_05.01,r0080,c0030,dp152429,390826351,
f_05.01,f_05.01,r0080,c0040,dp152472,24734230,
f_05.01,f_05.01,r0080,c0050,dp152462,55584989,
f_05.01,f_05.01,r0080,c0060,dp152449,220498906,
f_05.01,f_05.01,r0090,c0005,dp152593,91303742,
f_05.01,f_05.01,r0090,c0050,dp152461,713467,
f_05.01,f_05.01,r0090,c0060,dp152448,90590275,
f_05.01,f_05.01,r0100,c0005,dp152592,189763045,
f_05.01,f_05.01,r0100,c0040,dp152470,24734230,
f_05.01,f_05.01,r0100,c0050,dp152460,52441554,
f_05.01,f_05.01,r0100,c0060,dp152447,112582258,
f_05.01,f_05.01,r0120,c0005,dp152601,85906511,
f_05.01,f_05.01,r0120,c0060,dp152451,85906511,
f_06.01,f_06.01,r0010,c0010,dp152499,0,
f_06.01,f_06.01,r0030,c0010,dp152507,1354844,
f_06.01,f_06.01,r0030,c0011,dp150950,1354844,
f_06.01,f_06.01,r0040,c0010,dp152511,20905,
f_06.01,f_06.01,r0040,c0011,dp150952,20905,
f_06.01,f_06.01,r0060,c0010,dp152519,64694,
f_06.01,f_06.01,r0060,c0011,dp150956,64694,
f_06.01,f_06.01,r0070,c0010,dp152523,611786,
f_06.01,f_06.01,r0070,c0011,dp150958,611786,
f_06.01,f_06.01,r0100,c0010,dp152535,13798,
f_06.01,f_06.01,r0100,c0011,dp150964,13798,
f_06.01,f_06.01,r0110,c0010,dp152539,6148315,
f_06.01,f_06.01,r0110,c0011,dp150966,6148315,
f_06.01,f_06.01,r0120,c0010,dp152543,8340269,
f_06.01,f_06.01,r0120,c0011,dp150968,8340269,
f_06.01,f_06.01,r0130,c0010,dp152547,30556306,
f_06.01,f_06.01,r0130,c0011,dp150970,30556306,
f_06.01,f_06.01,r0180,c0010,dp152567,8928014,
f_06.01,f_06.01,r0180,c0011,dp150980,8928014,
f_06.01,f_06.01,r0180,c0012,dp152568,535500,
f_06.01,f_06.01,r0180,c0013,dp429374,535500,
f_06.01,f_06.01,r0180,c0021,dp150892,-453943,
f_06.01,f_06.01,r0190,c0010,dp152498,56038932,
f_06.01,f_06.01,r0190,c0011,dp150945,56038932,
f_06.01,f_06.01,r0190,c0012,dp152575,535500,
f_06.01,f_06.01,r0190,c0013,dp429376,535500,
f_06.01,f_06.01,r0190,c0021,dp150857,-453943,
f_07.01,f_07.01,r0060,c0010,dp150750,0,
f_07.01,f_07.01,r0120,c0090,dp150842,125042,
f_07.01,f_07.01,r0170,c0090,dp150626,85500,
f_07.01,f_07.01,r0180,c0090,dp150608,39542,
f_07.01,f_07.01,r0190,c0090,dp150919,125042,
f_07.01,f_07.01,r0200,c0090,dp150809,125042,
f_08.01.a,f_08.01.a,r0010,c0010,dp11343,1864457,
f_08.01.a,f_08.01.a,r0030,c0010,dp11331,0,
f_08.01.a,f_08.01.a,r0050,c0030,dp11447,1548846355,
f_08.01.a,f_08.01.a,r0110,c0030,dp11408,8817351,
f_08.01.a,f_08.01.a,r0120,c0030,dp11409,8817351,
f_08.01.a,f_08.01.a,r0160,c0030,dp11403,140490475,
f_08.01.a,f_08.01.a,r0170,c0030,dp11404,90959074,
f_08.01.a,f_08.01.a,r0180,c0030,dp11407,49531401,
f_08.01.a,f_08.01.a,r0210,c0030,dp67332,129481243,
f_08.01.a,f_08.01.a,r0220,c0030,dp67333,129481243,
f_08.01.a,f_08.01.a,r0260,c0030,dp11418,366200457,
f_08.01.a,f_08.01.a,r0270,c0030,dp11419,346482741,
f_08.01.a,f_08.01.a,r0280,c0030,dp11422,19717716,
f_08.01.a,f_08.01.a,r0310,c0030,dp11413,903856830,
f_08.01.a,f_08.01.a,r0320,c0030,dp11414,849701230,
f_08.01.a,f_08.01.a,r0330,c0030,dp11417,54155599,
f_08.01.a,f_08.01.a,r0440,c0030,dp11453,29158603,
f_08.01.a,f_08.01.a,r0445,c0030,dp429243,21482458,
f_08.01.b,f_08.01.b,r0450,c0010,dp11345,1864457,
f_08.01.b,f_08.01.b,r0450,c0030,dp11451,1578004958,
f_09.01.1,f_09.01.1,r0010,c0010,dp155917,20112964,
f_09.01.1,f_09.01.1,r0010,c0040,dp155600,22494,
f_09.01.1,f_09.01.1,r0060,c0010,dp155901,2129337,
f_09.01.1,f_09.01.1,r0080,c0010,dp155871,17983628,
f_09.01.1,f_09.01.1,r0080,c0040,dp155531,22494,
f_09.01.1,f_09.01.1,r0090,c0010,dp155915,2425931,
f_09.01.1,f_09.01.1,r0130,c0010,dp155840,152273,
f_09.01.1,f_09.01.1,r0140,c0010,dp155900,64166,
f_09.01.1,f_09.01.1,r0160,c0010,dp155870,2209491,
f_09.01.1,f_09.01.1,r0170,c0100,dp155937,300000,
f_09.01.1,f_09.01.1,r0240,c0100,dp155881,300000,
f_09.02,f_09.02,r0080,c0010,dp84995,17177261,
f_09.02,f_09.02,r0110,c0010,dp84990,152273,
f_09.02,f_09.02,r0120,c0010,dp84994,16314988,
f_09.02,f_09.02,r0140,c0010,dp84992,710000,
f_10.00,f_10.00,r0010,c0010,dp10623,0,
f_10.00,f_10.00,r0130,c0010,dp10626,1292390,
f_10.00,f_10.00,r0130,c0020,dp10652,1864457,
f_10.00,f_10.00,r0130,c0030,dp10714,197130152,
f_10.00,f_10.00,r0140,c0010,dp11177,1292390,
f_10.00,f_10.00,r0140,c0020,dp11183,1864457,
f_10.00,f_10.00,r0140,c0030,dp11189,197130152,
f_10.00,f_10.00,r0160,c0010,dp10642,1292390,
f_10.00,f_10.00,r0160,c0020,dp10668,1864457,
f_10.00,f_10.00,r0160,c0030,dp10730,197130152,
f_10.00,f_10.00,r0290,c0010,dp10621,1292390,
f_10.00,f_10.00,r0290,c0020,dp10647,1864457,
f_10.00,f_10.00,r0290,c0030,dp10709,197130152,
f_10.00,f_10.00,r0300,c0010,dp10619,45732,
f_10.00,f_10.00,r0300,c0020,dp10645,728394,
f_10.00,f_10.00,r0300,c0030,dp10690,77517921,
f_10.00,f_10.00,r0310,c0010,dp67284,478897,
f_10.00,f_10.00,r0310,c0020,dp67285,15128,
f_10.00,f_10.00,r0310,c0030,dp67286,36477929,
f_10.00,f_10.00,r0320,c0010,dp10618,767761,
f_10.00,f_10.00,r0320,c0020,dp10644,1120934,
f_10.00,f_10.00,r0320,c0030,dp10689,83134303,
f_12.01.a,f_12.01.a,r0010,c0010,dp149866,-334749,
f_12.01.a,f_12.01.a,r0010,c0020,dp149963,-57949,
f_12.01.a,f_12.01.a,r0010,c0030,dp150007,51609,
f_12.01.a,f_12.01.a,r0010,c0040,dp150051,-18411,
f_12.01.a,f_12.01.a,r0010,c0090,dp150227,-15916,
f_12.01.a,f_12.01.a,r0010,c0100,dp149865,-375417,
f_12.01.a,f_12.01.a,r0010,c0125,dp429131,7796,
f_12.01.a,f_12.01.a,r0015,c0010,dp441579,-127281,
f_12.01.a,f_12.01.a,r0015,c0020,dp441587,-6756,
f_12.01.a,f_12.01.a,r0015,c0030,dp441590,1638,
f_12.01.a,f_12.01.a,r0015,c0040,dp441593,-18968,
f_12.01.a,f_12.01.a,r0015,c0090,dp441605,-15244,
f_12.01.a,f_12.01.a,r0015,c0100,dp441578,-166612,
f_12.01.a,f_12.01.a,r0020,c0010,dp149864,-150472,
f_12.01.a,f_12.01.a,r0020,c0020,dp149962,-51180,
f_12.01.a,f_12.01.a,r0020,c0030,dp150006,21099,
f_12.01.a,f_12.01.a,r0020,c0040,dp150050,557,
f_12.01.a,f_12.01.a,r0020,c0090,dp150226,-1054,
f_12.01.a,f_12.01.a,r0020,c0100,dp149863,-181050,
f_12.01.a,f_12.01.a,r0020,c0125,dp429130,7796,
f_12.01.a,f_12.01.a,r0040,c0010,dp149822,-50470,
f_12.01.a,f_12.01.a,r0040,c0020,dp149941,-1922,
f_12.01.a,f_12.01.a,r0040,c0030,dp149985,1971,
f_12.01.a,f_12.01.a,r0040,c0040,dp150029,109,
f_12.01.a,f_12.01.a,r0040,c0090,dp150205,-59,
f_12.01.a,f_12.01.a,r0040,c0100,dp149821,-50371,
f_12.01.a,f_12.01.a,r0040,c0125,dp429109,9708,
f_12.01.a,f_12.01.a,r0050,c0010,dp149810,-89801,
f_12.01.a,f_12.01.a,r0050,c0020,dp149935,-49258,
f_12.01.a,f_12.01.a,r0050,c0030,dp149979,19004,
f_12.01.a,f_12.01.a,r0050,c0040,dp150023,381,
f_12.01.a,f_12.01.a,r0050,c0090,dp150199,-994,
f_12.01.a,f_12.01.a,r0050,c0100,dp149809,-120669,
f_12.01.a,f_12.01.a,r0050,c0125,dp429103,6403,
f_12.01.a,f_12.01.a,r0060,c0010,dp149852,-9873,
f_12.01.a,f_12.01.a,r0060,c0040,dp150044,65,
f_12.01.a,f_12.01.a,r0060,c0100,dp149851,-9808,
